Country Name,Country Code,Indicator Name,GDP,Year
Trinidad and Tobago,TTO,GDP (current US$),11305459802,2003
Tunisia,TUN,GDP (current US$),27453084983,2003
Turkey,TUR,GDP (current US$),3.15E+11,2003
Tuvalu,TUV,GDP (current US$),18231078.54,2003
Tanzania,TZA,GDP (current US$),15224257698,2003
Uganda,UGA,GDP (current US$),6606884391,2003
Ukraine,UKR,GDP (current US$),50084197498,2003
Upper middle income,UMC,GDP (current US$),5.28E+12,2003
Uruguay,URY,GDP (current US$),12045631091,2003
United States,USA,GDP (current US$),1.15E+13,2003
Uzbekistan,UZB,GDP (current US$),10134453435,2003
St. Vincent and the Grenadines,VCT,GDP (current US$),481806296.3,2003
"Venezuela, RB",VEN,GDP (current US$),83620628582,2003
British Virgin Islands,VGB,GDP (current US$),,2003
Virgin Islands (U.S.),VIR,GDP (current US$),3453000000,2003
Vietnam,VNM,GDP (current US$),39552513316,2003
Vanuatu,VUT,GDP (current US$),314471328.1,2003
World,WLD,GDP (current US$),3.89E+13,2003
Samoa,WSM,GDP (current US$),338838639.4,2003
Kosovo,XKX,GDP (current US$),2790455728,2003
"Yemen, Rep.",YEM,GDP (current US$),11777966673,2003
South Africa,ZAF,GDP (current US$),1.75E+11,2003
Zambia,ZMB,GDP (current US$),4901839731,2003
Zimbabwe,ZWE,GDP (current US$),5727591800,2003
Aruba,ABW,GDP (current US$),2228491620,2004
Afghanistan,AFG,GDP (current US$),5226778809,2004
Angola,AGO,GDP (current US$),23552052408,2004
Albania,ALB,GDP (current US$),7184681399,2004
Andorra,AND,GDP (current US$),2894921778,2004
Arab World,ARB,GDP (current US$),9.65E+11,2004
United Arab Emirates,ARE,GDP (current US$),1.48E+11,2004
Argentina,ARG,GDP (current US$),1.65E+11,2004
Armenia,ARM,GDP (current US$),3576615240,2004
American Samoa,ASM,GDP (current US$),512000000,2004
Antigua and Barbuda,ATG,GDP (current US$),919729629.6,2004
Australia,AUS,GDP (current US$),6.12E+11,2004
Austria,AUT,GDP (current US$),3.01E+11,2004
Azerbaijan,AZE,GDP (current US$),8680370408,2004
Burundi,BDI,GDP (current US$),915257323.4,2004
Belgium,BEL,GDP (current US$),3.69E+11,2004
Benin,BEN,GDP (current US$),6179176459,2004
Burkina Faso,BFA,GDP (current US$),5451688868,2004
Bangladesh,BGD,GDP (current US$),65108544250,2004
Bulgaria,BGR,GDP (current US$),26157894737,2004
Bahrain,BHR,GDP (current US$),13150159574,2004
"Bahamas, The",BHS,GDP (current US$),9055290000,2004
Bosnia and Herzegovina,BIH,GDP (current US$),10596205714,2004
Belarus,BLR,GDP (current US$),23144351852,2004
Belize,BLZ,GDP (current US$),1051350000,2004
Bermuda,BMU,GDP (current US$),4484703000,2004
Bolivia,BOL,GDP (current US$),8773451739,2004
Brazil,BRA,GDP (current US$),6.69E+11,2004
Barbados,BRB,GDP (current US$),3444500000,2004
Brunei Darussalam,BRN,GDP (current US$),7872333215,2004
Bhutan,BTN,GDP (current US$),682523857,2004
Botswana,BWA,GDP (current US$),8957467707,2004
Central African Republic,CAF,GDP (current US$),1270080251,2004
Canada,CAN,GDP (current US$),1.02E+12,2004
Central Europe and the Baltics,CEB,GDP (current US$),7.63E+11,2004
Switzerland,CHE,GDP (current US$),3.94E+11,2004
Channel Islands,CHI,GDP (current US$),8553643354,2004
Chile,CHL,GDP (current US$),99210392858,2004
China,CHN,GDP (current US$),1.96E+12,2004
Cote d'Ivoire,CIV,GDP (current US$),16584164236,2004
Cameroon,CMR,GDP (current US$),17430933517,2004
"Congo, Dem. Rep.",COD,GDP (current US$),10297483481,2004
"Congo, Rep.",COG,GDP (current US$),4656975223,2004
Colombia,COL,GDP (current US$),1.17E+11,2004
Comoros,COM,GDP (current US$),633706149.3,2004
Cabo Verde,CPV,GDP (current US$),924318490.8,2004
Costa Rica,CRI,GDP (current US$),18528955525,2004
Caribbean small states,CSS,GDP (current US$),43259576006,2004
Cuba,CUB,GDP (current US$),38203000000,2004
Curacao,CUW,GDP (current US$),,2004
Cayman Islands,CYM,GDP (current US$),,2004
Cyprus,CYP,GDP (current US$),17320552500,2004
Czech Republic,CZE,GDP (current US$),1.20E+11,2004
Germany,DEU,GDP (current US$),2.81E+12,2004
Djibouti,DJI,GDP (current US$),666072101.8,2004
Dominica,DMA,GDP (current US$),367199111.1,2004
Denmark,DNK,GDP (current US$),2.51E+11,2004
Dominican Republic,DOM,GDP (current US$),22322395369,2004
Algeria,DZA,GDP (current US$),85325003122,2004
East Asia & Pacific (excluding high income),EAP,GDP (current US$),2.69E+12,2004
Early-demographic dividend,EAR,GDP (current US$),4.11E+12,2004
East Asia & Pacific,EAS,GDP (current US$),9.68E+12,2004
Europe & Central Asia (excluding high income),ECA,GDP (current US$),1.26E+12,2004
Europe & Central Asia,ECS,GDP (current US$),1.57E+13,2004
Ecuador,ECU,GDP (current US$),36591661000,2004
"Egypt, Arab Rep.",EGY,GDP (current US$),78782467532,2004
Euro area,EMU,GDP (current US$),1.01E+13,2004
Eritrea,ERI,GDP (current US$),1109054005,2004
Spain,ESP,GDP (current US$),1.07E+12,2004
Estonia,EST,GDP (current US$),12144397516,2004
Ethiopia,ETH,GDP (current US$),10131187261,2004
European Union,EUU,GDP (current US$),1.14E+13,2004
Fragile and conflict affected situations,FCS,GDP (current US$),5.19E+11,2004
Finland,FIN,GDP (current US$),1.97E+11,2004
Fiji,FJI,GDP (current US$),2727507213,2004
France,FRA,GDP (current US$),2.12E+12,2004
Faroe Islands,FRO,GDP (current US$),1688237552,2004
"Micronesia, Fed. Sts.",FSM,GDP (current US$),240236000,2004
Gabon,GAB,GDP (current US$),7770219480,2004
United Kingdom,GBR,GDP (current US$),2.42E+12,2004
Georgia,GEO,GDP (current US$),5125365192,2004
Ghana,GHA,GDP (current US$),8881368538,2004
Gibraltar,GIB,GDP (current US$),,2004
Guinea,GIN,GDP (current US$),3635458133,2004
"Gambia, The",GMB,GDP (current US$),961900106.9,2004
Guinea-Bissau,GNB,GDP (current US$),532062927.4,2004
Equatorial Guinea,GNQ,GDP (current US$),4410764339,2004
Greece,GRC,GDP (current US$),2.41E+11,2004
Grenada,GRD,GDP (current US$),599118592.6,2004
Greenland,GRL,GDP (current US$),1822486689,2004
Guatemala,GTM,GDP (current US$),23965275794,2004
Guam,GUM,GDP (current US$),3857000000,2004
Guyana,GUY,GDP (current US$),787814379.2,2004
High income,HIC,GDP (current US$),3.57E+13,2004
"Hong Kong SAR, China",HKG,GDP (current US$),1.69E+11,2004
Honduras,HND,GDP (current US$),8869311411,2004
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),2.26E+11,2004
Croatia,HRV,GDP (current US$),41587470547,2004
Haiti,HTI,GDP (current US$),6005401730,2004
Hungary,HUN,GDP (current US$),1.04E+11,2004
IBRD only,IBD,GDP (current US$),8.03E+12,2004
IDA & IBRD total,IBT,GDP (current US$),8.69E+12,2004
IDA total,IDA,GDP (current US$),6.62E+11,2004
IDA blend,IDB,GDP (current US$),3.11E+11,2004
Indonesia,IDN,GDP (current US$),2.57E+11,2004
IDA only,IDX,GDP (current US$),3.49E+11,2004
Isle of Man,IMN,GDP (current US$),2822358473,2004
India,IND,GDP (current US$),7.09E+11,2004
Not classified,INX,GDP (current US$),,2004
Ireland,IRL,GDP (current US$),1.94E+11,2004
"Iran, Islamic Rep.",IRN,GDP (current US$),1.90E+11,2004
Iraq,IRQ,GDP (current US$),36627901762,2004
Iceland,ISL,GDP (current US$),13834750405,2004
Israel,ISR,GDP (current US$),1.35E+11,2004
Italy,ITA,GDP (current US$),1.80E+12,2004
Jamaica,JAM,GDP (current US$),10174664854,2004
Jordan,JOR,GDP (current US$),11411390409,2004
Japan,JPN,GDP (current US$),4.82E+12,2004
Kazakhstan,KAZ,GDP (current US$),43151647003,2004
Kenya,KEN,GDP (current US$),16095337094,2004
Kyrgyz Republic,KGZ,GDP (current US$),2211534585,2004
Cambodia,KHM,GDP (current US$),5337833248,2004
Kiribati,KIR,GDP (current US$),102367039.3,2004
St. Kitts and Nevis,KNA,GDP (current US$),506900000,2004
"Korea, Rep.",KOR,GDP (current US$),7.93E+11,2004
Kuwait,KWT,GDP (current US$),59439090601,2004
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),2.12E+12,2004
Lao PDR,LAO,GDP (current US$),2366398120,2004
Lebanon,LBN,GDP (current US$),21159827992,2004
Liberia,LBR,GDP (current US$),897000000,2004
Libya,LBY,GDP (current US$),33122307692,2004
St. Lucia,LCA,GDP (current US$),1066666667,2004
Latin America & Caribbean,LCN,GDP (current US$),2.37E+12,2004
Least developed countries: UN classification,LDC,GDP (current US$),2.94E+11,2004
Low income,LIC,GDP (current US$),1.71E+11,2004
Liechtenstein,LIE,GDP (current US$),3454362686,2004
Sri Lanka,LKA,GDP (current US$),20662525941,2004
Lower middle income,LMC,GDP (current US$),1.73E+12,2004
Low & middle income,LMY,GDP (current US$),8.21E+12,2004
Lesotho,LSO,GDP (current US$),1511236656,2004
Late-demographic dividend,LTE,GDP (current US$),5.11E+12,2004
Lithuania,LTU,GDP (current US$),22627507452,2004
Luxembourg,LUX,GDP (current US$),34685281848,2004
Latvia,LVA,GDP (current US$),14401882399,2004
"Macao SAR, China",MAC,GDP (current US$),10585624891,2004
St. Martin (French part),MAF,GDP (current US$),,2004
Morocco,MAR,GDP (current US$),59626020162,2004
Monaco,MCO,GDP (current US$),4137913500,2004
Moldova,MDA,GDP (current US$),2598249556,2004
Madagascar,MDG,GDP (current US$),5064732716,2004
Maldives,MDV,GDP (current US$),1226829563,2004
Middle East & North Africa,MEA,GDP (current US$),1.27E+12,2004
Mexico,MEX,GDP (current US$),7.82E+11,2004
Marshall Islands,MHL,GDP (current US$),133806400,2004
Middle income,MIC,GDP (current US$),8.05E+12,2004
North Macedonia,MKD,GDP (current US$),5682719260,2004
Mali,MLI,GDP (current US$),5444474268,2004
Malta,MLT,GDP (current US$),6098092512,2004
Myanmar,MMR,GDP (current US$),10567354056,2004
Middle East & North Africa (excluding high income),MNA,GDP (current US$),5.93E+11,2004
Montenegro,MNE,GDP (current US$),2073234418,2004
Mongolia,MNG,GDP (current US$),1992066808,2004
Northern Mariana Islands,MNP,GDP (current US$),1210000000,2004
Mozambique,MOZ,GDP (current US$),7631120533,2004
Mauritania,MRT,GDP (current US$),2362501023,2004
Mauritius,MUS,GDP (current US$),6578844486,2004
Malawi,MWI,GDP (current US$),3476094499,2004
Malaysia,MYS,GDP (current US$),1.25E+11,2004
North America,NAC,GDP (current US$),1.32E+13,2004
Namibia,NAM,GDP (current US$),6480441754,2004
New Caledonia,NCL,GDP (current US$),,2004
Niger,NER,GDP (current US$),3760443966,2004
Nigeria,NGA,GDP (current US$),1.36E+11,2004
Nicaragua,NIC,GDP (current US$),5795568205,2004
Netherlands,NLD,GDP (current US$),6.57E+11,2004
Norway,NOR,GDP (current US$),2.65E+11,2004
Nepal,NPL,GDP (current US$),7273938315,2004
Nauru,NRU,GDP (current US$),,2004
New Zealand,NZL,GDP (current US$),1.04E+11,2004
OECD members,OED,GDP (current US$),3.54E+13,2004
Oman,OMN,GDP (current US$),24763713001,2004
Other small states,OSS,GDP (current US$),1.51E+11,2004
Pakistan,PAK,GDP (current US$),1.08E+11,2004
Panama,PAN,GDP (current US$),15013381700,2004
Peru,PER,GDP (current US$),66768703498,2004
Philippines,PHL,GDP (current US$),95001994600,2004
Palau,PLW,GDP (current US$),165186200,2004
Papua New Guinea,PNG,GDP (current US$),3927157867,2004
Poland,POL,GDP (current US$),2.55E+11,2004
Pre-demographic dividend,PRE,GDP (current US$),3.98E+11,2004
Puerto Rico,PRI,GDP (current US$),80322313000,2004
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,2004
Portugal,PRT,GDP (current US$),1.89E+11,2004
Paraguay,PRY,GDP (current US$),9624440836,2004
West Bank and Gaza,PSE,GDP (current US$),4603100000,2004
Pacific island small states,PSS,GDP (current US$),4839105125,2004
Post-demographic dividend,PST,GDP (current US$),3.38E+13,2004
French Polynesia,PYF,GDP (current US$),,2004
Qatar,QAT,GDP (current US$),31734065934,2004
Romania,ROU,GDP (current US$),74972669057,2004
Russian Federation,RUS,GDP (current US$),5.91E+11,2004
Rwanda,RWA,GDP (current US$),2376384754,2004
South Asia,SAS,GDP (current US$),9.17E+11,2004
Saudi Arabia,SAU,GDP (current US$),2.59E+11,2004
Sudan,SDN,GDP (current US$),21457470203,2004
Senegal,SEN,GDP (current US$),10167441854,2004
Singapore,SGP,GDP (current US$),1.15E+11,2004
Solomon Islands,SLB,GDP (current US$),397611126.7,2004
Sierra Leone,SLE,GDP (current US$),1448536631,2004
El Salvador,SLV,GDP (current US$),13724810900,2004
San Marino,SMR,GDP (current US$),1723750000,2004
Somalia,SOM,GDP (current US$),,2004
Serbia,SRB,GDP (current US$),26141968161,2004
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),6.42E+11,2004
South Sudan,SSD,GDP (current US$),,2004
Sub-Saharan Africa,SSF,GDP (current US$),6.49E+11,2004
Small states,SST,GDP (current US$),2.00E+11,2004
Sao Tome and Principe,STP,GDP (current US$),114582561.6,2004
Suriname,SUR,GDP (current US$),1484092538,2004
Slovak Republic,SVK,GDP (current US$),57332015148,2004
Slovenia,SVN,GDP (current US$),34414784504,2004
Sweden,SWE,GDP (current US$),3.85E+11,2004
Eswatini,SWZ,GDP (current US$),2770082822,2004
Sint Maarten (Dutch part),SXM,GDP (current US$),,2004
Seychelles,SYC,GDP (current US$),839319927.3,2004
Syrian Arab Republic,SYR,GDP (current US$),25086930693,2004
Turks and Caicos Islands,TCA,GDP (current US$),485598800,2004
Chad,TCD,GDP (current US$),4422855929,2004
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),2.68E+12,2004
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),1.63E+12,2004
Togo,TGO,GDP (current US$),2255942249,2004
Thailand,THA,GDP (current US$),1.73E+11,2004
Tajikistan,TJK,GDP (current US$),2076182461,2004
Turkmenistan,TKM,GDP (current US$),6838351088,2004
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),2.23E+12,2004
Timor-Leste,TLS,GDP (current US$),440732900,2004
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),5.89E+11,2004
Tonga,TON,GDP (current US$),230657956.8,2004
South Asia (IDA & IBRD),TSA,GDP (current US$),9.17E+11,2004
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),6.49E+11,2004
Trinidad and Tobago,TTO,GDP (current US$),13280275123,2004
Tunisia,TUN,GDP (current US$),31183139301,2004
Turkey,TUR,GDP (current US$),4.09E+11,2004
Tuvalu,TUV,GDP (current US$),21534931.61,2004
Tanzania,TZA,GDP (current US$),16675948415,2004
Uganda,UGA,GDP (current US$),7939487474,2004
Ukraine,UKR,GDP (current US$),64819702952,2004
Upper middle income,UMC,GDP (current US$),6.31E+12,2004
Uruguay,URY,GDP (current US$),13686329890,2004
United States,USA,GDP (current US$),1.22E+13,2004
Uzbekistan,UZB,GDP (current US$),12030023548,2004
St. Vincent and the Grenadines,VCT,GDP (current US$),521975111.1,2004
"Venezuela, RB",VEN,GDP (current US$),1.12E+11,2004
British Virgin Islands,VGB,GDP (current US$),,2004
Virgin Islands (U.S.),VIR,GDP (current US$),3799000000,2004
Vietnam,VNM,GDP (current US$),45427854693,2004
Vanuatu,VUT,GDP (current US$),364996869.1,2004
World,WLD,GDP (current US$),4.39E+13,2004
Samoa,WSM,GDP (current US$),420320176.4,2004
Kosovo,XKX,GDP (current US$),3556757429,2004
"Yemen, Rep.",YEM,GDP (current US$),13872791659,2004
South Africa,ZAF,GDP (current US$),2.29E+11,2004
Zambia,ZMB,GDP (current US$),6221077675,2004
Zimbabwe,ZWE,GDP (current US$),5805598400,2004
Aruba,ABW,GDP (current US$),2330726257,2005
Afghanistan,AFG,GDP (current US$),6209137625,2005
Angola,AGO,GDP (current US$),36970918699,2005
Albania,ALB,GDP (current US$),8052075642,2005
Andorra,AND,GDP (current US$),3159905484,2005
Arab World,ARB,GDP (current US$),1.19E+12,2005
United Arab Emirates,ARE,GDP (current US$),1.81E+11,2005
Argentina,ARG,GDP (current US$),1.99E+11,2005
Armenia,ARM,GDP (current US$),4900469950,2005
American Samoa,ASM,GDP (current US$),503000000,2005
Antigua and Barbuda,ATG,GDP (current US$),1022962963,2005
Australia,AUS,GDP (current US$),6.93E+11,2005
Austria,AUT,GDP (current US$),3.16E+11,2005
Azerbaijan,AZE,GDP (current US$),13245716099,2005
Burundi,BDI,GDP (current US$),1117113046,2005
Belgium,BEL,GDP (current US$),3.86E+11,2005
Benin,BEN,GDP (current US$),6565043460,2005
Burkina Faso,BFA,GDP (current US$),6146352742,2005
Bangladesh,BGD,GDP (current US$),69442943089,2005
Bulgaria,BGR,GDP (current US$),29869283400,2005
Bahrain,BHR,GDP (current US$),15968723404,2005
"Bahamas, The",BHS,GDP (current US$),9836200000,2005
Bosnia and Herzegovina,BIH,GDP (current US$),11222953519,2005
Belarus,BLR,GDP (current US$),30207567317,2005
Belize,BLZ,GDP (current US$),1102050000,2005
Bermuda,BMU,GDP (current US$),4868136000,2005
Bolivia,BOL,GDP (current US$),9549077869,2005
Brazil,BRA,GDP (current US$),8.92E+11,2005
Barbados,BRB,GDP (current US$),3819500000,2005
Brunei Darussalam,BRN,GDP (current US$),9531402848,2005
Bhutan,BTN,GDP (current US$),796938120.2,2005
Botswana,BWA,GDP (current US$),9918907108,2005
Central African Republic,CAF,GDP (current US$),1337362392,2005
Canada,CAN,GDP (current US$),1.17E+12,2005
Central Europe and the Baltics,CEB,GDP (current US$),8.86E+11,2005
Switzerland,CHE,GDP (current US$),4.09E+11,2005
Channel Islands,CHI,GDP (current US$),8827272727,2005
Chile,CHL,GDP (current US$),1.23E+11,2005
China,CHN,GDP (current US$),2.29E+12,2005
Cote d'Ivoire,CIV,GDP (current US$),17091723906,2005
Cameroon,CMR,GDP (current US$),17944084201,2005
"Congo, Dem. Rep.",COD,GDP (current US$),11964484668,2005
"Congo, Rep.",COG,GDP (current US$),6650001214,2005
Colombia,COL,GDP (current US$),1.46E+11,2005
Comoros,COM,GDP (current US$),653845122.9,2005
Cabo Verde,CPV,GDP (current US$),971977088.2,2005
Costa Rica,CRI,GDP (current US$),19948261084,2005
Caribbean small states,CSS,GDP (current US$),48918431749,2005
Cuba,CUB,GDP (current US$),42643836100,2005
Curacao,CUW,GDP (current US$),,2005
Cayman Islands,CYM,GDP (current US$),,2005
Cyprus,CYP,GDP (current US$),18433411267,2005
Czech Republic,CZE,GDP (current US$),1.37E+11,2005
Germany,DEU,GDP (current US$),2.85E+12,2005
Djibouti,DJI,GDP (current US$),708633194.7,2005
Dominica,DMA,GDP (current US$),364255074.1,2005
Denmark,DNK,GDP (current US$),2.64E+11,2005
Dominican Republic,DOM,GDP (current US$),35777570134,2005
Algeria,DZA,GDP (current US$),1.03E+11,2005
East Asia & Pacific (excluding high income),EAP,GDP (current US$),3.11E+12,2005
Early-demographic dividend,EAR,GDP (current US$),4.80E+12,2005
East Asia & Pacific,EAS,GDP (current US$),1.03E+13,2005
Europe & Central Asia (excluding high income),ECA,GDP (current US$),1.59E+12,2005
Europe & Central Asia,ECS,GDP (current US$),1.68E+13,2005
Ecuador,ECU,GDP (current US$),41507085000,2005
"Egypt, Arab Rep.",EGY,GDP (current US$),89600665557,2005
Euro area,EMU,GDP (current US$),1.05E+13,2005
Eritrea,ERI,GDP (current US$),1098425901,2005
Spain,ESP,GDP (current US$),1.15E+12,2005
Estonia,EST,GDP (current US$),14098326079,2005
Ethiopia,ETH,GDP (current US$),12401139454,2005
European Union,EUU,GDP (current US$),1.19E+13,2005
Fragile and conflict affected situations,FCS,GDP (current US$),6.49E+11,2005
Finland,FIN,GDP (current US$),2.05E+11,2005
Fiji,FJI,GDP (current US$),3006725015,2005
France,FRA,GDP (current US$),2.20E+12,2005
Faroe Islands,FRO,GDP (current US$),1727792693,2005
"Micronesia, Fed. Sts.",FSM,GDP (current US$),250281900,2005
Gabon,GAB,GDP (current US$),9582783318,2005
United Kingdom,GBR,GDP (current US$),2.54E+12,2005
Georgia,GEO,GDP (current US$),6410823633,2005
Ghana,GHA,GDP (current US$),10744675210,2005
Gibraltar,GIB,GDP (current US$),,2005
Guinea,GIN,GDP (current US$),2937071767,2005
"Gambia, The",GMB,GDP (current US$),1027702254,2005
Guinea-Bissau,GNB,GDP (current US$),587029054.4,2005
Equatorial Guinea,GNQ,GDP (current US$),8217369093,2005
Greece,GRC,GDP (current US$),2.48E+11,2005
Grenada,GRD,GDP (current US$),695555555.6,2005
Greenland,GRL,GDP (current US$),1849805733,2005
Guatemala,GTM,GDP (current US$),27211377107,2005
Guam,GUM,GDP (current US$),4197000000,2005
Guyana,GUY,GDP (current US$),824880550.3,2005
High income,HIC,GDP (current US$),3.77E+13,2005
"Hong Kong SAR, China",HKG,GDP (current US$),1.82E+11,2005
Honduras,HND,GDP (current US$),9757034457,2005
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),2.58E+11,2005
Croatia,HRV,GDP (current US$),45376744002,2005
Haiti,HTI,GDP (current US$),7049954289,2005
Hungary,HUN,GDP (current US$),1.13E+11,2005
IBRD only,IBD,GDP (current US$),9.60E+12,2005
IDA & IBRD total,IBT,GDP (current US$),1.04E+13,2005
IDA total,IDA,GDP (current US$),7.69E+11,2005
IDA blend,IDB,GDP (current US$),3.72E+11,2005
Indonesia,IDN,GDP (current US$),2.86E+11,2005
IDA only,IDX,GDP (current US$),3.94E+11,2005
Isle of Man,IMN,GDP (current US$),3032400000,2005
India,IND,GDP (current US$),8.20E+11,2005
Not classified,INX,GDP (current US$),,2005
Ireland,IRL,GDP (current US$),2.12E+11,2005
"Iran, Islamic Rep.",IRN,GDP (current US$),2.26E+11,2005
Iraq,IRQ,GDP (current US$),49954890353,2005
Iceland,ISL,GDP (current US$),16812530830,2005
Israel,ISR,GDP (current US$),1.43E+11,2005
Italy,ITA,GDP (current US$),1.86E+12,2005
Jamaica,JAM,GDP (current US$),11243868486,2005
Jordan,JOR,GDP (current US$),12588665303,2005
Japan,JPN,GDP (current US$),4.76E+12,2005
Kazakhstan,KAZ,GDP (current US$),57123671734,2005
Kenya,KEN,GDP (current US$),18737897745,2005
Kyrgyz Republic,KGZ,GDP (current US$),2460248026,2005
Cambodia,KHM,GDP (current US$),6293046162,2005
Kiribati,KIR,GDP (current US$),112133944.3,2005
St. Kitts and Nevis,KNA,GDP (current US$),547203703.7,2005
"Korea, Rep.",KOR,GDP (current US$),9.35E+11,2005
Kuwait,KWT,GDP (current US$),80798630137,2005
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),2.58E+12,2005
Lao PDR,LAO,GDP (current US$),2735558726,2005
Lebanon,LBN,GDP (current US$),21497336499,2005
Liberia,LBR,GDP (current US$),949000000,2005
Libya,LBY,GDP (current US$),47334148578,2005
St. Lucia,LCA,GDP (current US$),1135555556,2005
Latin America & Caribbean,LCN,GDP (current US$),2.86E+12,2005
Least developed countries: UN classification,LDC,GDP (current US$),3.45E+11,2005
Low income,LIC,GDP (current US$),2.00E+11,2005
Liechtenstein,LIE,GDP (current US$),3659251526,2005
Sri Lanka,LKA,GDP (current US$),24405791045,2005
Lower middle income,LMC,GDP (current US$),2.02E+12,2005
Low & middle income,LMY,GDP (current US$),9.79E+12,2005
Lesotho,LSO,GDP (current US$),1682350935,2005
Late-demographic dividend,LTE,GDP (current US$),6.16E+12,2005
Lithuania,LTU,GDP (current US$),26097677572,2005
Luxembourg,LUX,GDP (current US$),37347394603,2005
Latvia,LVA,GDP (current US$),16959313006,2005
"Macao SAR, China",MAC,GDP (current US$),12092222042,2005
St. Martin (French part),MAF,GDP (current US$),,2005
Morocco,MAR,GDP (current US$),62343022651,2005
Monaco,MCO,GDP (current US$),4203084194,2005
Moldova,MDA,GDP (current US$),2988348836,2005
Madagascar,MDG,GDP (current US$),5859269849,2005
Maldives,MDV,GDP (current US$),1163362438,2005
Middle East & North Africa,MEA,GDP (current US$),1.53E+12,2005
Mexico,MEX,GDP (current US$),8.77E+11,2005
Marshall Islands,MHL,GDP (current US$),141922500,2005
Middle income,MIC,GDP (current US$),9.59E+12,2005
North Macedonia,MKD,GDP (current US$),6258600714,2005
Mali,MLI,GDP (current US$),6247496491,2005
Malta,MLT,GDP (current US$),6416184236,2005
Myanmar,MMR,GDP (current US$),11986972419,2005
Middle East & North Africa (excluding high income),MNA,GDP (current US$),6.99E+11,2005
Montenegro,MNE,GDP (current US$),2257174481,2005
Mongolia,MNG,GDP (current US$),2523471532,2005
Northern Mariana Islands,MNP,GDP (current US$),1061000000,2005
Mozambique,MOZ,GDP (current US$),8542070110,2005
Mauritania,MRT,GDP (current US$),2936019526,2005
Mauritius,MUS,GDP (current US$),6488750453,2005
Malawi,MWI,GDP (current US$),3655909664,2005
Malaysia,MYS,GDP (current US$),1.44E+11,2005
North America,NAC,GDP (current US$),1.42E+13,2005
Namibia,NAM,GDP (current US$),7101514450,2005
New Caledonia,NCL,GDP (current US$),,2005
Niger,NER,GDP (current US$),4383315657,2005
Nigeria,NGA,GDP (current US$),1.76E+11,2005
Nicaragua,NIC,GDP (current US$),6321335612,2005
Netherlands,NLD,GDP (current US$),6.85E+11,2005
Norway,NOR,GDP (current US$),3.09E+11,2005
Nepal,NPL,GDP (current US$),8130258041,2005
Nauru,NRU,GDP (current US$),,2005
New Zealand,NZL,GDP (current US$),1.15E+11,2005
OECD members,OED,GDP (current US$),3.75E+13,2005
Oman,OMN,GDP (current US$),31081991725,2005
Other small states,OSS,GDP (current US$),1.83E+11,2005
Pakistan,PAK,GDP (current US$),1.20E+11,2005
Panama,PAN,GDP (current US$),16374393900,2005
Peru,PER,GDP (current US$),76060606061,2005
Philippines,PHL,GDP (current US$),1.07E+11,2005
Palau,PLW,GDP (current US$),190452900,2005
Papua New Guinea,PNG,GDP (current US$),4865892972,2005
Poland,POL,GDP (current US$),3.06E+11,2005
Pre-demographic dividend,PRE,GDP (current US$),4.97E+11,2005
Puerto Rico,PRI,GDP (current US$),83914521300,2005
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,2005
Portugal,PRT,GDP (current US$),1.97E+11,2005
Paraguay,PRY,GDP (current US$),10737500188,2005
West Bank and Gaza,PSE,GDP (current US$),5125700000,2005
Pacific island small states,PSS,GDP (current US$),5361227056,2005
Post-demographic dividend,PST,GDP (current US$),3.56E+13,2005
French Polynesia,PYF,GDP (current US$),,2005
Qatar,QAT,GDP (current US$),44530494505,2005
Romania,ROU,GDP (current US$),98452791983,2005
Russian Federation,RUS,GDP (current US$),7.64E+11,2005
Rwanda,RWA,GDP (current US$),2933282015,2005
South Asia,SAS,GDP (current US$),1.05E+12,2005
Saudi Arabia,SAU,GDP (current US$),3.28E+11,2005
Sudan,SDN,GDP (current US$),26524538566,2005
Senegal,SEN,GDP (current US$),11022821632,2005
Singapore,SGP,GDP (current US$),1.28E+11,2005
Solomon Islands,SLB,GDP (current US$),476898763.6,2005
Sierra Leone,SLE,GDP (current US$),1650494367,2005
El Salvador,SLV,GDP (current US$),14698001400,2005
San Marino,SMR,GDP (current US$),1785847531,2005
Somalia,SOM,GDP (current US$),,2005
Serbia,SRB,GDP (current US$),27683225959,2005
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),7.64E+11,2005
South Sudan,SSD,GDP (current US$),,2005
Sub-Saharan Africa,SSF,GDP (current US$),7.71E+11,2005
Small states,SST,GDP (current US$),2.38E+11,2005
Sao Tome and Principe,STP,GDP (current US$),136450274.7,2005
Suriname,SUR,GDP (current US$),1793388732,2005
Slovak Republic,SVK,GDP (current US$),62785305310,2005
